Time,BS_ID,BS_STATUS,BS_LOC_X,BS_LOC_Y,ANT_ID,ANT_SEC,TRX_ID,TRX_X,TRX_Y,TRX_ANG,UE_ID,UE_MID,UE_LOC_X,UE_LOC_Y,MAX_DR (bits),DEMAND_DR (bits),REAL_DR (bits),BS_Trans_PWR (W),UE_Rec_PWR (W),RSRP (dBm),RSSI (dBm),RSRQ (dB),DDR (%), SNR, AVTH, RET, DIST, DIST95
9,0,3,0,0,2,240,50,-0.299279,-0.115886,37.94,249,1,-3.79741,-7.38914,121,116,116,7.41973e-13,6.18311e-13,-92.0879,-61.2961,-10.7918,0,-3.31642,0.87,1,8.30781,1
9,0,3,0,0,2,240,49,0.042576,-0.313256,57.58,250,0,-2.19027,-0.560792,160,69,69,1.3327e-11,1.11059e-11,-79.5445,-48.7527,-10.7918,0,9.22703,0.18,1,2.26092,0
9,0,3,0,0,2,240,48,-0.292576,-0.119756,46.43,251,2,-0.814337,-1.0978,160,132,132,1.96183e-11,1.63486e-11,-77.8652,-47.0734,-10.7918,0,10.9063,0.58,1,1.36686,0
9,0,3,0,0,2,240,47,0.0358729,-0.309386,59.26,252,0,0.21627,-7.6549,126,40,40,9.1735e-13,7.64458e-13,-91.1665,-60.3747,-10.7918,0,-2.39495,0.42,1,7.65795,1
9,0,3,0,0,2,240,46,-0.285873,-0.123626,46.54,253,0,-1.18752,-0.172623,160,84,84,2.07417e-11,1.72848e-11,-77.6234,-46.8316,-10.7918,0,11.1481,0.86,1,1.2,0
9,0,3,0,0,2,240,45,0.0291699,-0.305516,55.43,254,1,-1.71141,-1.36945,160,14,14,1.37907e-11,1.14923e-11,-79.3959,-48.6041,-10.7918,0,9.37557,0.03,1,2.19187,0
9,0,3,0,0,2,240,44,-0.27917,-0.127496,37.69,255,0,-5.43763,-0.326218,145,52,47,2.32783e-12,1.93986e-12,-87.1223,-56.3305,-10.7918,9.61539,1.64921,0.57,1,5.44741,1
9,0,3,0,0,2,240,43,0.0224668,-0.301646,37.98,256,0,-2.44952,-6.01997,136,118,118,1.43275e-12,1.19395e-12,-89.2301,-58.4383,-10.7918,0,-0.458609,0.38,1,6.49925,1
9,0,3,0,0,2,240,42,-0.272467,-0.131366,31.45,257,2,-0.00776401,-2.91903,160,52,52,9.39446e-12,7.82872e-12,-81.0631,-50.2713,-10.7918,0,7.70842,0.03,1,2.91904,0
9,0,3,0,0,2,240,41,0.0157638,-0.297776,38.48,258,1,-0.135375,-2.04074,160,156,156,1.47997e-11,1.2333e-11,-79.0893,-48.2975,-10.7918,0,9.68222,0.58,1,2.04523,0
9,0,3,0,0,2,240,40,-0.265764,-0.135236,32.2,259,1,-1.93589,-9.44862,112,64,64,5.16012e-13,4.3001e-13,-93.6652,-62.8734,-10.7918,0,-4.8937,0.6,1,9.6449,1
9,0,3,0,0,2,240,39,0.00906076,-0.293906,30.8,260,1,-1.37219,-0.823828,160,54,54,1.7971e-11,1.49758e-11,-78.2461,-47.4543,-10.7918,0,10.5254,0.53,1,1.6005,0
9,0,3,0,0,2,240,38,-0.259061,-0.139106,34.6,261,2,-1.29086,-0.814699,160,113,113,1.84991e-11,1.54159e-11,-78.1203,-47.3285,-10.7918,0,10.6512,0.12,1,1.52645,0
9,0,3,0,0,2,240,37,0.00235773,-0.290036,50.4,262,2,-2.88598,-7.10991,126,4,4,9.1249e-13,7.60408e-13,-91.1895,-60.3977,-10.7918,0,-2.41802,0.35,1,7.67331,1
9,0,3,0,0,2,240,36,-0.252358,-0.142976,54.14,263,0,1.30024,-6.06486,139,69,69,1.63002e-12,1.35835e-12,-88.6699,-57.8781,-10.7918,0,0.101634,0.6,1,6.20267,1
9,0,3,0,0,2,240,35,-0.00434531,-0.286166,55.99,264,2,-1.7565,-3.29901,159,102,102,5.89745e-12,4.91454e-12,-83.0852,-52.2934,-10.7918,0,5.68634,0.78,1,3.73748,0
9,0,3,0,0,2,240,34,-0.245655,-0.146846,55.32,265,2,-0.649411,-1.00909,160,38,38,2.07417e-11,1.72848e-11,-77.6234,-46.8316,-10.7918,0,11.1481,0.44,1,1.2,0
9,0,3,0,0,2,240,33,-0.0110483,-0.282296,50.55,266,2,-4.86133,-8.35484,111,93,93,5.13396e-13,4.2783e-13,-93.6873,-62.8955,-10.7918,0,-4.91577,0.31,1,9.66623,1
9,0,3,0,0,2,240,32,-0.238952,-0.150716,45.88,267,1,-1.16872,-0.365136,160,89,88,2.05811e-11,1.7151e-11,-77.6571,-46.8653,-10.7918,1.1236,11.1144,0.34,1,1.22444,0
9,0,3,0,0,2,240,31,-0.0177514,-0.278426,48.78,268,1,0.347563,-1.29808,160,63,63,1.97769e-11,1.64808e-11,-77.8302,-47.0384,-10.7918,0,10.9413,0.35,1,1.34381,0
9,0,3,0,0,2,240,30,-0.232249,-0.154586,35.58,269,1,-3.5951,-1.25652,159,109,109,5.66275e-12,4.71895e-12,-83.2615,-52.4697,-10.7918,0,5.50997,0.06,1,3.80836,0
9,0,3,0,0,2,240,29,-0.0244544,-0.274556,56.55,270,1,-2.2307,-1.66144,160,60,60,1.01358e-11,8.44649e-12,-80.7332,-49.9414,-10.7918,0,8.03827,0.96,1,2.78144,0
9,0,3,0,0,2,240,28,-0.225546,-0.158456,48.59,271,2,-2.08252,-3.44611,158,97,97,4.99985e-12,4.16654e-12,-83.8022,-53.0104,-10.7918,0,4.96927,0.49,1,4.02648,0
9,0,3,0,0,2,240,27,-0.0311575,-0.270686,54.67,272,0,-5.40514,-4.822,130,72,72,1.0649e-12,8.87416e-13,-90.5187,-59.7269,-10.7918,0,-1.74722,0.72,1,7.24342,1
9,0,3,0,0,2,240,26,-0.218843,-0.162326,50.53,273,0,-0.23416,-3.38372,159,85,85,7.19021e-12,5.99184e-12,-82.2244,-51.4326,-10.7918,0,6.54711,0.77,1,3.39182,0
9,0,3,0,0,2,240,25,-0.0378605,-0.266816,48.28,274,0,-1.17976,-0.219469,160,5,0,2.07417e-11,1.72848e-11,-77.6234,-46.8316,-10.7918,0,11.1481,0.92,1,1.2,0
9,0,3,0,0,2,240,24,-0.212139,-0.166196,41.95,275,2,-0.743439,-1.30312,160,73,73,1.86848e-11,1.55707e-11,-78.0769,-47.2851,-10.7918,0,10.6946,0.28,1,1.50027,0
9,0,3,0,0,2,240,23,-0.0445635,-0.262946,37.33,276,1,-0.336079,-4.20913,156,84,84,4.47487e-12,3.72906e-12,-84.284,-53.4922,-10.7918,0,4.4875,0,1,4.22252,0
9,0,3,0,0,2,240,22,-0.205436,-0.170066,40.13,277,1,1.46555,-4.90845,148,66,66,2.74564e-12,2.28803e-12,-86.4054,-55.6136,-10.7918,0,2.36614,0.29,1,5.12257,1
9,0,3,0,0,2,240,21,-0.0512666,-0.259076,47.08,278,1,-2.192,-2.51349,159,19,19,7.42744e-12,6.18953e-12,-82.0834,-51.2916,-10.7918,0,6.68809,0.27,1,3.33503,0
9,0,3,0,0,2,240,20,-0.198733,-0.173936,32.36,279,1,0.50015,-1.0908,160,35,35,2.07417e-11,1.72848e-11,-77.6234,-46.8316,-10.7918,0,11.1481,0.6,1,1.2,0
9,0,3,0,0,2,240,19,-0.0579696,-0.255206,39.08,280,2,-2.4074,-3.50232,156,77,74,4.40645e-12,3.67204e-12,-84.3509,-53.5591,-10.7918,3.8961,4.42058,0.93,1,4.24992,0
9,0,3,0,0,2,240,18,-0.19203,-0.177806,45.9,281,2,-0.450617,-1.11218,160,90,90,2.07417e-11,1.72848e-11,-77.6234,-46.8316,-10.7918,0,11.1481,0.5,1,1.2,0
9,0,3,0,0,2,240,17,-0.0646726,-0.251336,56.7,282,1,0.753782,-4.68571,152,104,104,3.35154e-12,2.79295e-12,-85.5394,-54.7476,-10.7918,0,3.23214,0.96,1,4.74596,0
9,0,3,0,0,2,240,16,-0.185327,-0.181676,33.32,283,0,-4.79708,-0.307629,151,40,40,3.24331e-12,2.70276e-12,-85.6819,-54.8901,-10.7918,0,3.08958,0.34,1,4.80693,0
9,0,3,0,0,2,240,15,-0.0713757,-0.247466,59.94,284,2,0.502762,-1.0896,160,160,160,2.07417e-11,1.72848e-11,-77.6234,-46.8316,-10.7918,0,11.1481,0.66,1,1.2,0
9,0,3,0,0,2,240,14,-0.178624,-0.185546,36.92,285,1,1.94789,-5.77967,140,115,115,1.70764e-12,1.42304e-12,-88.4678,-57.676,-10.7918,0,0.30367,0.8,1,6.09909,1
9,0,3,0,0,2,240,13,-0.0780787,-0.243596,59.25,286,1,0.884121,-1.88177,160,85,85,1.45639e-11,1.21366e-11,-79.159,-48.3672,-10.7918,0,9.61248,0.93,1,2.07911,0
9,0,3,0,0,2,240,12,-0.171921,-0.189416,46.36,287,2,-1.21454,-1.05902,160,110,110,1.78929e-11,1.49107e-11,-78.265,-47.4732,-10.7918,0,10.5065,0.28,1,1.61141,0
9,0,3,0,0,2,240,11,-0.0847818,-0.239726,40.24,288,2,0.342637,-8.24889,121,12,12,7.53933e-13,6.28277e-13,-92.0185,-61.2267,-10.7918,0,-3.24698,0.59,1,8.25601,1
9,0,3,0,0,2,240,10,-0.165218,-0.193286,53.2,289,2,-5.43117,-5.87721,124,49,49,8.17162e-13,6.80968e-13,-91.6687,-60.8769,-10.7918,0,-2.89722,0.39,1,8.00245,1
9,0,3,0,0,2,240,9,-0.0914848,-0.235856,49.82,290,0,-7.61499,-1.38697,125,62,62,8.91749e-13,7.43124e-13,-91.2894,-60.4976,-10.7918,0,-2.51788,0.24,1,7.74027,1
9,0,3,0,0,2,240,8,-0.158515,-0.197156,45.48,291,1,-0.338982,-1.49784,160,156,156,1.84333e-11,1.53611e-11,-78.1358,-47.344,-10.7918,0,10.6357,0.04,1,1.53572,0
9,0,3,0,0,2,240,7,-0.0981878,-0.231986,46.7,292,0,-0.702244,-0.973064,160,25,25,2.07417e-11,1.72848e-11,-77.6234,-46.8316,-10.7918,0,11.1481,0.17,1,1.2,0
9,0,3,0,0,2,240,6,-0.151812,-0.201026,36.76,293,2,0.808628,-3.08759,160,91,91,8.05904e-12,6.71587e-12,-81.729,-50.9372,-10.7918,0,7.04253,0.79,1,3.19172,0
9,0,3,0,0,2,240,5,-0.104891,-0.228116,36.68,294,2,0.137831,-2.14923,160,20,13,1.40508e-11,1.1709e-11,-79.3148,-48.523,-10.7918,35,9.4567,0.93,1,2.15365,0
9,0,3,0,0,2,240,4,-0.145109,-0.204896,32.93,295,0,-1.95711,-1.39858,160,154,151,1.23838e-11,1.03199e-11,-79.8633,-49.0715,-10.7918,1.94805,8.90825,0.26,1,2.40548,0
9,0,3,0,0,2,240,3,-0.111594,-0.224246,37.56,296,1,-8.04646,-4.77328,114,102,102,5.53971e-13,4.61642e-13,-93.3569,-62.5651,-10.7918,0,-4.58543,0.45,1,9.35573,1
9,0,3,0,0,2,240,2,-0.138406,-0.208766,43.5,297,1,-1.08993,-0.736971,160,39,27,1.99689e-11,1.66408e-11,-77.7883,-46.9964,-10.7918,30.7692,10.9832,0.74,1,1.31571,0
9,0,3,0,0,2,240,1,-0.118297,-0.220376,56.57,298,1,-9.35193,-0.323457,114,80,80,5.53721e-13,4.61434e-13,-93.3589,-62.5671,-10.7918,0,-4.58739,0.37,1,9.35752,1
9,0,3,0,0,2,240,0,-0.131703,-0.212636,35.12,299,1,2.19846,-5.26385,143,42,42,2.05282e-12,1.71068e-12,-87.6683,-56.8765,-10.7918,0,1.10321,0.13,1,5.7045,1
321,0.37,1,5.7045,1
.10321,0.39,1,5.7045,1
2,1.24165e-12,-89.06,-58.2682,-10.7918,0,-0.288481,0.41,1,6.40767,1
25,0,3,0,0,2,240,1,-0.118297,-0.220376,57.64,298,2,-1.04633,-4.38332,152,78,78,3.81967e-12,3.18306e-12,-84.9715,-54.1797,-10.7918,0,3.79996,0.73,1,4.50648,0
25,0,3,0,0,2,240,0,-0.131703,-0.212636,42.72,299,2,-2.2585,-5.00993,143,124,124,2.27298e-12,1.89415e-12,-87.2258,-56.434,-10.7918,0,1.54567,0.71,1,5.49548,1
567,0.16,1,5.49548,1
918,0,1.54567,0.92,1,5.49548,1
7,17.5705,-9.62074,46.27,302,0,22.2369,-10.5573,150,106,106,3.00873e-12,2.50728e-12,-86.008,-55.2162,-10.7918,0,2.76354,0.57,1,4.94783,0
0,1,0,17.3205,-10,0,0,96,17.5705,-10.3793,57.07,303,0,22.0261,-6.74059,143,22,22,2.0335e-12,1.69459e-12,-87.7094,-56.9176,-10.7918,0,1.06215,0.79,1,5.72422,1
0,1,0,17.3205,-10,0,0,95,17.5705,-9.62848,30.76,304,1,20.6992,-6.96627,154,153,153,3.74801e-12,3.12334e-12,-85.0538,-54.262,-10.7918,0,3.7177,0.9,1,4.54086,0
0,1,0,17.3205,-10,0,0,94,17.5705,-10.3715,53.67,305,0,21.0575,-12.7323,153,11,11,3.57071e-12,2.97559e-12,-85.2643,-54.4725,-10.7918,0,3.50724,0.02,1,4.62929,0
0,1,0,17.3205,-10,0,0,93,17.5705,-9.63622,50.41,306,1,19.5637,-10.9666,160,52,52,1.21482e-11,1.01235e-11,-79.9467,-49.1549,-10.7918,0,8.8248,0.33,1,2.4426,0
0,1,0,17.3205,-10,0,0,92,17.5705,-10.3638,40.07,307,1,18.438,-11.2921,160,0,0,1.71979e-11,1.43315e-11,-78.4371,-47.6453,-10.7918,0,10.3344,0,1,1.70824,0
0,1,0,17.3205,-10,0,0,91,17.5705,-9.64396,45.21,308,1,20.8109,-5.43856,143,100,100,2.01466e-12,1.67889e-12,-87.7498,-56.958,-10.7918,0,1.02172,0.24,1,5.74368,1
0,1,0,17.3205,-10,0,0,90,17.5705,-10.356,58.65,309,1,18.604,-8.12646,160,118,118,1.32601e-11,1.10501e-11,-79.5664,-48.7745,-10.7918,0,9.20516,0.44,1,2.27099,0
0,1,0,17.3205,-10,0,0,89,17.5705,-9.6517,39.28,310,1,19.6431,-12.4582,159,116,116,7.23131e-12,6.02609e-12,-82.1996,-51.4078,-10.7918,0,6.57187,0.18,1,3.38185,0
0,1,0,17.3205,-10,0,0,88,17.5705,-10.3483,52,311,0,22.8253,-10.0882,145,111,111,2.26173e-12,1.88477e-12,-87.2474,-56.4556,-10.7918,0,1.5241,0.86,0,5.50553,1
0,1,0,17.3205,-10,0,0,87,17.5705,-9.65944,44.81,312,2,22.9554,-9.42139,143,10,10,2.09274e-12,1.74395e-12,-87.5847,-56.7928,-10.7918,0,1.18686,0.36,1,5.66451,1
0,1,0,17.3205,-10,0,0,86,17.5705,-10.3406,56.47,313,1,20.9907,-13.0609,152,109,99,3.29224e-12,2.74353e-12,-85.6169,-54.8251,-10.7918,9.17431,3.15461,0.75,1,4.77907,0
0,1,0,17.3205,-10,0,0,85,17.5705,-9.66718,54.62,314,2,18.8325,-7.41053,160,49,49,8.98667e-12,7.48889e-12,-81.2558,-50.464,-10.7918,0,7.51569,0.53,1,2.99856,0
0,1,0,17.3205,-10,0,0,84,17.5705,-10.3328,57.29,315,0,20.844,-10.5891,159,142,142,6.48315e-12,5.40263e-12,-82.674,-51.8821,-10.7918,0,6.09756,0.21,1,3.57242,0
0,1,0,17.3205,-10,0,0,83,17.5705,-9.67492,57.01,316,2,26.1613,-11.51,116,95,95,6.12981e-13,5.10818e-13,-92.9173,-62.1255,-10.7918,0,-4.14583,0.81,1,8.96886,1
0,1,0,17.3205,-10,0,0,82,17.5705,-10.3251,33.93,317,2,18.0604,-10.9447,160,65,65,2.07417e-11,1.72848e-11,-77.6234,-46.8316,-10.7918,0,11.1481,0.9,1,1.2,0
0,1,0,17.3205,-10,0,0,81,17.5705,-9.68266,38.03,318,1,21.3961,-14.6692,139,135,135,1.63362e-12,1.36135e-12,-88.6603,-57.8685,-10.7918,0,0.111224,0.97,1,6.19772,1
0,1,0,17.3205,-10,0,0,80,17.5705,-10.3173,59.34,319,0,18.2928,-11.6206,160,98,98,1.58959e-11,1.32466e-11,-78.779,-47.9871,-10.7918,0,9.99255,0.28,1,1.88991,0
0,1,0,17.3205,-10,0,0,79,17.5705,-9.6904,49.26,320,0,24.1569,-10.2835,133,70,70,1.2437e-12,1.03641e-12,-89.8447,-59.0529,-10.7918,0,-1.07316,0.69,1,6.84227,1
0,1,0,17.3205,-10,0,0,78,17.5705,-10.3096,54.99,321,0,21.8368,-4.96013,134,79,79,1.28184e-12,1.0682e-12,-89.7135,-58.9217,-10.7918,0,-0.94196,0.29,1,6.76734,1
0,1,0,17.3205,-10,0,0,77,17.5705,-9.69814,30.35,322,0,18.5835,-10.1212,160,158,158,2.02857e-11,1.69048e-11,-77.7199,-46.9281,-10.7918,0,11.0516,0.43,1,1.26883,0
0,1,0,17.3205,-10,0,0,76,17.5705,-10.3019,43.61,323,0,22.4441,-7.4223,143,49,48,2.0226e-12,1.6855e-12,-87.7327,-56.9409,-10.7918,2.04082,1.03879,0.6,1,5.73546,1
0,1,0,17.3205,-10,0,0,75,17.5705,-9.70588,51.03,324,1,22.0439,-12.9681,144,74,74,2.18197e-12,1.81831e-12,-87.4033,-56.6115,-10.7918,0,1.36818,0.98,1,5.5786,1
0,1,0,17.3205,-10,0,0,74,17.5705,-10.2941,51.54,325,1,19.058,-9.892,160,68,68,1.69634e-11,1.41361e-11,-78.4967,-47.7049,-10.7918,0,10.2748,0.77,1,1.74087,0
0,1,0,17.3205,-10,0,0,73,17.5705,-9.71362,48.44,326,2,22.4765,-11.1299,147,13,13,2.53455e-12,2.11213e-12,-86.7528,-55.961,-10.7918,0,2.01871,0.14,1,5.27833,1
0,1,0,17.3205,-10,0,0,72,17.5705,-10.2864,53.05,327,1,23.3603,-17.6764,111,42,33,5.01281e-13,4.17734e-13,-93.791,-62.9992,-10.7918,21.4286,-5.01948,0.42,1,9.76758,1
0,1,0,17.3205,-10,0,0,71,17.5705,-9.72136,40.58,328,2,24.9891,-8.88255,125,56,56,8.88924e-13,7.4077e-13,-91.3032,-60.5113,-10.7918,0,-2.53165,0.23,1,7.74957,1
0,1,0,17.3205,-10,0,0,70,17.5705,-10.2786,57.82,329,2,18.4318,-9.54722,160,75,69,2.07417e-11,1.72848e-11,-77.6234,-46.8316,-10.7918,8,11.1481,0.99,1,1.2,0
0,1,0,17.3205,-10,0,0,69,17.5705,-9.7291,55.57,330,0,26.0528,-7.77653,116,96,96,6.06046e-13,5.05039e-13,-92.9668,-62.1749,-10.7918,0,-4.19524,0.19,1,9.01097,1
0,1,0,17.3205,-10,0,0,68,17.5705,-10.2709,30.21,331,0,18.1369,-9.12048,160,93,93,2.07417e-11,1.72848e-11,-77.6234,-46.8316,-10.7918,0,11.1481,0.27,1,1.2,0
0,1,0,17.3205,-10,0,0,67,17.5705,-9.73684,42.87,332,1,21.1317,-7.11955,152,93,93,3.29549e-12,2.74624e-12,-85.6126,-54.8208,-10.7918,0,3.1589,0.48,1,4.77723,0
0,1,0,17.3205,-10,0,0,66,17.5705,-10.2632,37.81,333,0,21.7401,-12.4234,148,63,63,2.86576e-12,2.38813e-12,-86.2194,-55.4276,-10.7918,0,2.5521,0.06,1,5.04037,1
0,1,0,17.3205,-10,0,0,65,17.5705,-9.74458,56.5,334,0,18.2364,-9.22461,160,69,58,2.07417e-11,1.72848e-11,-77.6234,-46.8316,-10.7918,15.942,11.1481,0.54,1,1.2,0
0,1,0,17.3205,-10,0,0,64,17.5705,-10.2554,45.32,335,2,24.1122,-10.4062,133,94,94,1.26306e-12,1.05255e-12,-89.7776,-58.9857,-10.7918,0,-1.00605,0.04,1,6.80382,1
0,1,0,17.3205,-10,0,0,63,17.5705,-9.75232,57.34,336,0,18.4148,-9.50752,160,59,59,2.07417e-11,1.72848e-11,-77.6234,-46.8316,-10.7918,0,11.1481,0.96,1,1.2,0
0,1,0,17.3205,-10,0,0,62,17.5705,-10.2477,47.07,337,2,20.8296,-15.2494,138,75,75,1.55164e-12,1.29303e-12,-88.8839,-58.0921,-10.7918,0,-0.112385,0.42,1,6.31429,1
0,1,0,17.3205,-10,0,0,61,17.5705,-9.76006,31.08,338,2,18.5154,-9.88965,160,27,27,2.07417e-11,1.72848e-11,-77.6234,-46.8316,-10.7918,0,11.1481,0.79,1,1.2,0
0,1,0,17.3205,-10,0,0,60,17.5705,-10.2399,46.03,339,0,18.4835,-10.2956,160,144,144,2.07417e-11,1.72848e-11,-77.6234,-46.8316,-10.7918,0,11.1481,0.11,1,1.2,0
0,1,0,17.3205,-10,0,0,59,17.5705,-9.7678,36.9,340,1,21.2697,-15.6668,133,15,15,1.21198e-12,1.00998e-12,-89.9569,-59.1651,-10.7918,0,-1.18536,0.71,1,6.90713,1
0,1,0,17.3205,-10,0,0,58,17.5705,-10.2322,32.42,341,0,21.5584,-12.2493,152,107,107,3.25923e-12,2.71603e-12,-85.6607,-54.8688,-10.7918,0,3.11086,0.58,1,4.79781,0
0,1,0,17.3205,-10,0,0,57,17.5705,-9.77554,58.65,342,2,21.1657,-14.6286,140,32,32,1.77236e-12,1.47696e-12,-88.3063,-57.5145,-10.7918,0,0.465208,0.78,1,6.01745,1
0,1,0,17.3205,-10,0,0,56,17.5705,-10.2245,30.94,343,2,18.1329,-9.11682,160,90,90,2.07417e-11,1.72848e-11,-77.6234,-46.8316,-10.7918,0,11.1481,0.44,1,1.2,0
0,1,0,17.3205,-10,0,0,55,17.5705,-9.78328,46.58,344,2,24.7832,-7.61667,125,59,59,8.6389e-13,7.19908e-13,-91.4272,-60.6354,-10.7918,0,-2.65572,0.26,1,7.83408,1
0,1,0,17.3205,-10,0,0,54,17.5705,-10.2167,32.1,345,2,22.2093,-13.2624,141,76,76,1.89121e-12,1.57601e-12,-88.0244,-57.2326,-10.7918,0,0.747101,0.36,1,5.87738,1
0,1,0,17.3205,-10,0,0,53,17.5705,-9.79102,54.11,346,0,20.5855,-13.7931,148,24,24,2.91974e-12,2.43312e-12,-86.1384,-55.3466,-10.7918,0,2.63315,0.29,1,5.00478,1
0,1,0,17.3205,-10,0,0,52,17.5705,-10.209,55.04,347,2,24.9946,-4.65682,114,108,108,5.54633e-13,4.62194e-13,-93.3518,-62.5599,-10.7918,0,-4.58024,0.09,1,9.351,1
0,1,0,17.3205,-10,0,0,51,17.5705,-9.79876,43.35,348,0,21.901,-13.111,144,19,19,2.22682e-12,1.85568e-12,-87.315,-56.5232,-10.7918,0,1.45654,0.67,1,5.5371,1
0,1,0,17.3205,-10,0,0,50,17.5705,-10.2012,36.7,349,0,23.7907,-13.7845,127,71,71,9.712e-13,8.09333e-13,-90.9187,-60.1269,-10.7918,0,-2.14721,0.24,1,7.49572,1
0,1,0,17.3205,-10,0,0,49,17.5705,-9.8065,44.46,350,0,26.9542,-10.042,112,83,83,5.17387e-13,4.31156e-13,-93.6537,-62.8618,-10.7918,0,-4.88214,0.56,1,9.63377,1
0,1,0,17.3205,-10,0,0,48,17.5705,-10.1935,31.29,351,1,19.9264,-11.3069,160,120,120,9.41463e-12,7.84552e-12,-81.0538,-50.262,-10.7918,0,7.71773,0.49,1,2.91518,0
0,1,0,17.3205,-10,0,0,47,17.5705,-9.81424,35.36,352,1,23.43,-10.8707,139,79,79,1.65306e-12,1.37755e-12,-88.6089,-57.8171,-10.7918,0,0.16258,0.12,1,6.17125,1
0,1,0,17.3205,-10,0,0,46,17.5705,-10.1858,33.94,353,2,19.9938,-11.3601,160,146,134,8.98252e-12,7.48544e-12,-81.2578,-50.466,-10.7918,8.21918,7.51368,0.02,1,2.99939,0
0,1,0,17.3205,-10,0,0,45,17.5705,-9.82198,47.72,354,2,19.9147,-12.3956,159,27,27,6.63853e-12,5.53211e-12,-82.5711,-51.7793,-10.7918,0,6.20042,0.72,1,3.53114,0
0,1,0,17.3205,-10,0,0,44,17.5705,-10.178,45.7,355,1,26.1163,-7.56596,115,85,85,5.87714e-13,4.89762e-13,-93.1002,-62.3083,-10.7918,0,-4.32864,0.76,1,9.12633,1
0,1,0,17.3205,-10,0,0,43,17.5705,-9.82972,50.65,356,2,21.0062,-10.0432,159,75,69,6.07424e-12,5.06186e-12,-82.9569,-52.1651,-10.7918,8,5.81462,0.47,1,3.68598,0
0,1,0,17.3205,-10,0,0,42,17.5705,-10.1703,32.36,357,0,23.8382,-6.6884,129,80,80,1.03863e-12,8.65526e-13,-90.6272,-59.8354,-10.7918,0,-1.85569,0.59,1,7.31072,1
0,1,0,17.3205,-10,0,0,41,17.5705,-9.83746,48.46,358,0,22.3984,-3.52788,121,81,81,7.60909e-13,6.34091e-13,-91.9785,-61.1867,-10.7918,0,-3.20697,0.61,1,8.22639,1
0,1,0,17.3205,-10,0,0,40,17.5705,-10.1625,46.2,359,2,21.8167,-3.9293,127,21,21,9.51185e-13,7.92654e-13,-91.0092,-60.2174,-10.7918,0,-2.23765,0.94,1,7.55439,1
0,1,0,17.3205,-10,0,0,39,17.5705,-9.8452,59.73,360,2,25.0513,-4.22111,111,26,26,5.15138e-13,4.29282e-13,-93.6726,-62.8808,-10.7918,0,-4.90106,0.56,1,9.65201,1
0,1,0,17.3205,-10,0,0,38,17.5705,-10.1548,46.92,361,1,24.0722,-8.95424,133,118,118,1.24873e-12,1.04061e-12,-89.8271,-59.0353,-10.7918,0,-1.05562,0.73,1,6.8322,1
0,1,0,17.3205,-10,0,0,37,17.5705,-9.85294,54.18,362,0,19.3797,-13.16,159,59,59,5.78284e-12,4.81903e-12,-83.1704,-52.3786,-10.7918,0,5.60111,0.09,1,3.77172,0
0,1,0,17.3205,-10,0,0,36,17.5705,-10.1471,55.48,363,1,20.7239,-6.62111,152,18,18,3.26267e-12,2.71889e-12,-85.6561,-54.8643,-10.7918,0,3.11544,0.72,1,4.79584,0
0,1,0,17.3205,-10,0,0,35,17.5705,-9.86068,33.03,364,1,25.1955,-9.39299,124,50,50,8.45575e-13,7.04646e-13,-91.5203,-60.7285,-10.7918,0,-2.74878,0.96,1,7.89834,1
0,1,0,17.3205,-10,0,0,34,17.5705,-10.1393,46.85,365,2,19.3096,-10.8475,160,131,131,1.39932e-11,1.1661e-11,-79.3326,-48.5408,-10.7918,0,9.43886,0.6,1,2.16209,0
0,1,0,17.3205,-10,0,0,33,17.5705,-9.86842,45.29,366,1,25.9305,-11.6085,118,26,26,6.49653e-13,5.41377e-13,-92.665,-61.8732,-10.7918,0,-3.89349,0.78,1,8.75891,1
0,1,0,17.3205,-10,0,0,32,17.5705,-10.1316,43.12,367,1,21.7616,-3.78923,126,112,112,9.24617e-13,7.70514e-13,-91.1322,-60.3404,-10.7918,0,-2.36068,0.59,1,7.63522,1
0,1,0,17.3205,-10,0,0,31,17.5705,-9.87616,33.34,368,1,21.513,-7.36052,150,149,149,2.99865e-12,2.49887e-12,-86.0226,-55.2307,-10.7918,0,2.74895,0.1,1,4.95419,0
0,1,0,17.3205,-10,0,0,30,17.5705,-10.1238,49.96,369,1,24.9191,-5.42791,117,32,32,6.30133e-13,5.2511e-13,-92.7975,-62.0057,-10.7918,0,-4.02598,0.39,1,8.86811,1
0,1,0,17.3205,-10,0,0,29,17.5705,-9.8839,34.96,370,1,18.6459,-8.32138,160,46,46,1.41526e-11,1.17938e-11,-79.2835,-48.4916,-10.7918,0,9.48806,0.13,1,2.13877,0
0,1,0,17.3205,-10,0,0,28,17.5705,-10.1161,51.81,371,1,18.2882,-10.884,160,88,88,2.00033e-11,1.66694e-11,-77.7808,-46.989,-10.7918,0,10.9907,0.39,1,1.31065,0
0,1,0,17.3205,-10,0,0,27,17.5705,-9.89164,53.63,372,2,24.8724,-6.87832,122,116,116,7.74088e-13,6.45073e-13,-91.9039,-61.1121,-10.7918,0,-3.1324,0.34,1,8.17162,1
0,1,0,17.3205,-10,0,0,26,17.5705,-10.1084,41.38,373,0,18.7913,-9.91678,160,32,32,1.88767e-11,1.57306e-11,-78.0326,-47.2407,-10.7918,0,10.739,0.9,0,1.47312,0
